CustomerID,Name,Email,Phone,Region,JoinDate
962,Jessica Martin,caseyward@example.org,+1-536-499-7202x97582,East Josephmouth,2024-10-02
963,Kevin Jones,sandranelson@example.com,(692)226-8843x0516,Stricklandbury,2024-05-18
964,Elizabeth Smith,hannamatthew@example.com,(849)509-2792x5676,Justinport,2025-02-23
965,Samantha Diaz,gonzalezlaurie@example.net,4887138873,Franklinmouth,2024-08-05
966,Lori Velazquez,zmoran@example.net,(217)249-5955x1631,Justinborough,2024-08-16
967,Nicholas Jordan,anthonyortiz@example.org,870.395.0799x4599,Marcusborough,2024-06-09
968,Ms. Erica Moore,mathewroth@example.com,(552)348-0070x1522,New Melissa,2024-11-17
969,Renee Hays,santiagonicole@example.org,473-259-4084,Tracyborough,2025-03-22
970,Kevin White,wwall@example.com,(864)715-1378x88677,Shaffermouth,2024-04-24
971,Wesley Ortega,jamessmith@example.com,565.451.0021,New Gabriellashire,2025-03-20
972,Erik Carroll,allenlewis@example.net,596-306-2741x13525,Andrewport,2024-05-30
973,Patricia Richardson,adam56@example.net,986.661.4005,Michaelmouth,2024-05-28
974,Brian Kramer,breynolds@example.com,+1-743-542-0679x3557,Petersonside,2024-12-17
975,Joseph Brown,ronald33@example.net,583-673-4887x83030,Johnsmouth,2025-03-22
976,Mason Shelton,anthony42@example.com,792.559.9051x0957,East Bethanyfurt,2024-06-29
977,Katherine Avery,spencerburton@example.org,612.290.6449,Ellisonville,2024-04-11
978,Louis Harmon,qmassey@example.net,(950)670-0302x5114,Michaelside,2024-09-22
979,Shannon Cook,brianflores@example.com,5559356574,Dixonburgh,2024-11-12
980,Elijah Jones,christopher95@example.com,479-581-7607,Roachberg,2025-01-13
981,Justin Weiss,allenjoseph@example.com,887-598-1703x3926,East Dustinstad,2024-10-11
982,Mrs. Wendy Cain,perryjoshua@example.net,+1-796-480-8834x106,Cooleyville,2025-02-21
983,Alisha Harris,gregory56@example.com,574.486.8994,East Garyfort,2024-06-28
984,Kyle Herring,kevinjones@example.com,238.848.2984x0290,Cohenmouth,2024-10-05
985,William Garcia,omiller@example.net,676-375-0732x291,North Sharonstad,2024-10-09
986,Tiffany Green,stephenholmes@example.com,573-282-5594x9762,West Marissaburgh,2024-06-02
987,Todd Hansen,amandadavis@example.org,(458)566-1224x7933,West Jennifermouth,2025-03-13
988,Laurie Davis,erichowell@example.com,257.532.3672,South Donaldburgh,2024-09-24
989,Kelly Murphy,robinmartin@example.net,769-500-5016x18468,Bookermouth,2024-06-17
990,Diane Marks,melissawilliams@example.net,(700)607-0718x21247,West Alex,2024-07-24
991,Christopher Ross,juan22@example.org,5689632218,Justinmouth,2025-03-26
992,Jennifer Elliott,bradleyhernandez@example.net,(584)786-5779x4968,North Megan,2025-02-28
993,Cody Johnson,bjohnson@example.org,+1-303-526-9549,Port Richard,2024-10-26
994,Brittney Day,jimmorales@example.com,001-643-290-4766x42245,Zacharyborough,2024-11-22
995,Robin Carey,vincentkristi@example.net,+1-648-624-3712,Taylorfurt,2024-11-09
996,Frank Mclaughlin,ellen68@example.net,8364496187,Taylorville,2024-11-05
997,Kelly Cook,raymondramirez@example.net,+1-585-555-9887,Lake Amy,2025-01-31
998,Taylor Mullen,patrick27@example.com,796.604.9756,Johnstonberg,2024-07-03
999,Vanessa Chavez,michelle50@example.org,001-450-512-2501x84060,Port Randy,2024-11-10
1000,Gregory Hogan,nicholas12@example.org,001-728-811-9646x602,West Colleen,2024-12-07
